00 NOP
FD2E LD IYl,n*
FD34 INC (IY+d)
FD35 DEC (IY+d)
FD36 LD (IY+d),n
FD39 ADD IY,SP
FD44 LD B,IYh*
FD45 LD B,IYl*
FD46 LD B,(IY+d)
FD4C LD C,IYh*
FD4D LD C,IYl*
FD4E LD C,(IY+d)
FD54 LD D,IYh*
FD55 LD D,IYl*
FD56 LD D,(IY+d)
FD5C LD E,IYh*
FD5D LD E,IYl*
FD5E LD E,(IY+d)
FD60 LD IYh,B*
FD61 LD IYh,C*
FD62 LD IYh,D*
FD63 LD IYh,E*
FD64 LD IYh,IYh*
FD65 LD IYh,IYl*
FD66 LD H,(IY+d)
FD67 LD IYh,A*
FD68 LD IYl,B*
FD69 LD IYl,C*
FD6A LD IYl,D*
FD6B LD IYl,E*
FD6C LD IYl,IYh*
FD6D LD IYl,IYl*
FD6E LD L,(IY+d)
FD6F LD IYl,A*
FD70 LD (IY+d),B
FD71 LD (IY+d),C
FD72 LD (IY+d),D
FD73 LD (IY+d),E
FD74 LD (IY+d),H
FD75 LD (IY+d),L
FD77 LD (IY+d),A
FD7C LD A,IYh*
FD7D LD A,IYl*
FD7E LD A,(IY+d)
FD84 ADD A,IYh*
FD85 ADD A,IYl*
FD86 ADD A,(IY+d)
FD8C ADC A,IYh*
FD8D ADC A,IYl*
FD8E ADC A,(IY+d)
FD94 SUB IYh*
FD95 SUB IYl*
FD96 SUB (IY+d)
FD9C SBC A,IYh*
FD9D SBC A,IYl*
FD9E SBC A,(IY+d)
FDA4 AND IYh*
FDA5 AND IYl*
FDA6 AND (IY+d)
FDAC XOR IYh*
FDAD XOR IYl*
FDAE XOR (IY+d)
FDB4 OR IYh*
FDB5 OR IYl*
FDB6 OR (IY+d)
FDBC CP IYh*
FDBD CP IYl*
FDBE CP (IY+d)
FDCB 00 RLC (IY+d),B*
FDCB 01 RLC (IY+d),C*
FDCB 02 RLC (IY+d),D*
FDCB 03 RLC (IY+d),E*
FDCB 04 RLC (IY+d),H*
FDCB 05 RLC (IY+d),L*
FDCB 06 RLC (IY+d)
FDCB 07 RLC (IY+d),A*
FDCB 08 RRC (IY+d),B*
FDCB 09 RRC (IY+d),C*
FDCB 0A RRC (IY+d),D*
FDCB 0B RRC (IY+d),E*
FDCB 0C RRC (IY+d),H*
FDCB 0D RRC (IY+d),L*
FDCB 0E RRC (IY+d)
FDCB 0F RRC (IY+d),A*
FDCB 10 RL (IY+d),B*
FDCB 11 RL (IY+d),C*
FDCB 12 RL (IY+d),D*
FDCB 13 RL (IY+d),E*
FDCB 14 RL (IY+d),H*
FDCB 15 RL (IY+d),L*
FDCB 16 RL (IY+d)
FDCB 17 RL (IY+d),A*
FDCB 18 RR (IY+d),B*
FDCB 19 RR (IY+d),C*
FDCB 1A RR (IY+d),D*
FDCB 1B RR (IY+d),E*
FDCB 1C RR (IY+d),H*
FDCB 1D RR (IY+d),L*
FDCB 1E RR (IY+d)
FDCB 1F RR (IY+d),A*
FDCB 20 SLA (IY+d),B*
FDCB 21 SLA (IY+d),C*
FDCB 22 SLA (IY+d),D*
FDCB 23 SLA (IY+d),E*
FDCB 24 SLA (IY+d),H*
FDCB 25 SLA (IY+d),L*
FDCB 26 SLA (IY+d)
FDCB 27 SLA (IY+d),A*
FDCB 28 SRA (IY+d),B*
FDCB 29 SRA (IY+d),C*
FDCB 2A SRA (IY+d),D*
FDCB 2B SRA (IY+d),E*
FDCB 2C SRA (IY+d),H*
FDCB 2D SRA (IY+d),L*
FDCB 2E SRA (IY+d)
FDCB 2F SRA (IY+d),A*
FDCB 30 SLL (IY+d),B*
FDCB 31 SLL (IY+d),C*
FDCB 32 SLL (IY+d),D*
FDCB 33 SLL (IY+d),E*
FDCB 34 SLL (IY+d),H*
FDCB 35 SLL (IY+d),L*
FDCB 36 SLL (IY+d)*
FDCB 37 SLL (IY+d),A*
FDCB 38 SRL (IY+d),B*
FDCB 39 SRL (IY+d),C*
FDCB 3A SRL (IY+d),D*
FDCB 3B SRL (IY+d),E*
FDCB 3C SRL (IY+d),H*
FDCB 3D SRL (IY+d),L*
FDCB 3E SRL (IY+d)
FDCB 3F SRL (IY+d),A*
FDCB 40 BIT 0,(IY+d)*
FDCB 41 BIT 0,(IY+d)*
FDCB 42 BIT 0,(IY+d)*
FDCB 43 BIT 0,(IY+d)*
FDCB 44 BIT 0,(IY+d)*
FDCB 45 BIT 0,(IY+d)*
FDCB 46 BIT 0,(IY+d)
FDCB 47 BIT 0,(IY+d)*
FDCB 48 BIT 1,(IY+d)*
FDCB 49 BIT 1,(IY+d)*
FDCB 4A BIT 1,(IY+d)*
FDCB 4B BIT 1,(IY+d)*
FDCB 4C BIT 1,(IY+d)*
FDCB 4D BIT 1,(IY+d)*
FDCB 4E BIT 1,(IY+d)
FDCB 4F BIT 1,(IY+d)*
FDCB 50 BIT 2,(IY+d)*
FDCB 51 BIT 2,(IY+d)*
FDCB 52 BIT 2,(IY+d)*
FDCB 53 BIT 2,(IY+d)*
FDCB 54 BIT 2,(IY+d)*
FDCB 55 BIT 2,(IY+d)*
FDCB 56 BIT 2,(IY+d)
FDCB 57 BIT 2,(IY+d)*
FDCB 58 BIT 3,(IY+d)*
FDCB 59 BIT 3,(IY+d)*
FDCB 5A BIT 3,(IY+d)*
FDCB 5B BIT 3,(IY+d)*
FDCB 5C BIT 3,(IY+d)*
FDCB 5D BIT 3,(IY+d)*
FDCB 5E BIT 3,(IY+d)
FDCB 5F BIT 3,(IY+d)*
FDCB 60 BIT 4,(IY+d)*
FDCB 61 BIT 4,(IY+d)*
FDCB 62 BIT 4,(IY+d)*
FDCB 63 BIT 4,(IY+d)*
FDCB 64 BIT 4,(IY+d)*
FDCB 65 BIT 4,(IY+d)*
FDCB 66 BIT 4,(IY+d)
FDCB 67 BIT 4,(IY+d)*
FDCB 68 BIT 5,(IY+d)*
FDCB 69 BIT 5,(IY+d)*
FDCB 6A BIT 5,(IY+d)*
FDCB 6B BIT 5,(IY+d)*
FDCB 6C BIT 5,(IY+d)*
FDCB 6D BIT 5,(IY+d)*
FDCB 6E BIT 5,(IY+d)
FDCB 6F BIT 5,(IY+d)*
FDCB 70 BIT 6,(IY+d)*
FDCB 71 BIT 6,(IY+d)*
FDCB 72 BIT 6,(IY+d)*
FDCB 73 BIT 6,(IY+d)*
FDCB 74 BIT 6,(IY+d)*
FDCB 75 BIT 6,(IY+d)*
FDCB 76 BIT 6,(IY+d)
FDCB 77 BIT 6,(IY+d)*
FDCB 78 BIT 7,(IY+d)*
FDCB 79 BIT 7,(IY+d)*
FDCB 7A BIT 7,(IY+d)*
FDCB 7B BIT 7,(IY+d)*
FDCB 7C BIT 7,(IY+d)*
FDCB 7D BIT 7,(IY+d)*
FDCB 7E BIT 7,(IY+d)
FDCB 7F BIT 7,(IY+d)*
FDCB 80 RES 0,(IY+d),B*
FDCB 81 RES 0,(IY+d),C*
FDCB 82 RES 0,(IY+d),D*
FDCB 83 RES 0,(IY+d),E*
FDCB 84 RES 0,(IY+d),H*
FDCB 85 RES 0,(IY+d),L*
FDCB 86 RES 0,(IY+d)
FDCB 87 RES 0,(IY+d),A*
FDCB 88 RES 1,(IY+d),B*
FDCB 89 RES 1,(IY+d),C*
FDCB 8A RES 1,(IY+d),D*
FDCB 8B RES 1,(IY+d),E*
FDCB 8C RES 1,(IY+d),H*
FDCB 8D RES 1,(IY+d),L*
FDCB 8E RES 1,(IY+d)
FDCB 8F RES 1,(IY+d),A*
FDCB 90 RES 2,(IY+d),B*
FDCB 91 RES 2,(IY+d),C*
FDCB 92 RES 2,(IY+d),D*
FDCB 93 RES 2,(IY+d),E*
FDCB 94 RES 2,(IY+d),H*
FDCB 95 RES 2,(IY+d),L*
FDCB 96 RES 2,(IY+d)
FDCB 97 RES 2,(IY+d),A*
FDCB 98 RES 3,(IY+d),B*
FDCB 99 RES 3,(IY+d),C*
FDCB 9A RES 3,(IY+d),D*
FDCB 9B RES 3,(IY+d),E*
FDCB 9C RES 3,(IY+d),H*
FDCB 9D RES 3,(IY+d),L*
FDCB 9E RES 3,(IY+d)
FDCB 9F RES 3,(IY+d),A*
FDCB < SET FDCB >
FDCB A0 RES 4,(IY+d),B*
FDCB A1 RES 4,(IY+d),C*
FDCB A2 RES 4,(IY+d),D*
FDCB A3 RES 4,(IY+d),E*
FDCB A4 RES 4,(IY+d),H*
FDCB A5 RES 4,(IY+d),L*
FDCB A6 RES 4,(IY+d)
FDCB A7 RES 4,(IY+d),A*
FDCB A8 RES 5,(IY+d),B*
FDCB A9 RES 5,(IY+d),C*
FDCB AA RES 5,(IY+d),D*
FDCB AB RES 5,(IY+d),E*
FDCB AC RES 5,(IY+d),H*
FDCB AD RES 5,(IY+d),L*
FDCB AE RES 5,(IY+d)
FDCB AF RES 5,(IY+d),A*
FDCB B0 RES 6,(IY+d),B*
FDCB B1 RES 6,(IY+d),C*
FDCB B2 RES 6,(IY+d),D*
FDCB B3 RES 6,(IY+d),E*
FDCB B4 RES 6,(IY+d),H*
FDCB B5 RES 6,(IY+d),L*
FDCB B6 RES 6,(IY+d)
FDCB B7 RES 6,(IY+d),A*
FDCB B8 RES 7,(IY+d),B*
FDCB B9 RES 7,(IY+d),C*
FDCB BA RES 7,(IY+d),D*
FDCB BB RES 7,(IY+d),E*
FDCB BC RES 7,(IY+d),H*
FDCB BD RES 7,(IY+d),L*
FDCB BE RES 7,(IY+d)
FDCB BF RES 7,(IY+d),A*
FDCB C0 SET 0,(IY+d),B*
FDCB C1 SET 0,(IY+d),C*
FDCB C2 SET 0,(IY+d),D*
FDCB C3 SET 0,(IY+d),E*
FDCB C4 SET 0,(IY+d),H*
FDCB C5 SET 0,(IY+d),L*
FDCB C6 SET 0,(IY+d)
FDCB C7 SET 0,(IY+d),A*
FDCB C8 SET 1,(IY+d),B*
FDCB C9 SET 1,(IY+d),C*
FDCB CA SET 1,(IY+d),D*
FDCB CB SET 1,(IY+d),E*
FDCB CC SET 1,(IY+d),H*
FDCB CD SET 1,(IY+d),L*
FDCB CE SET 1,(IY+d)
FDCB CF SET 1,(IY+d),A*
FDCB D0 SET 2,(IY+d),B*
FDCB D1 SET 2,(IY+d),C*
FDCB D2 SET 2,(IY+d),D*
FDCB D3 SET 2,(IY+d),E*
FDCB D4 SET 2,(IY+d),H*
FDCB D5 SET 2,(IY+d),L*
FDCB D6 SET 2,(IY+d)
FDCB D7 SET 2,(IY+d),A*
FDCB D8 SET 3,(IY+d),B*
FDCB D9 SET 3,(IY+d),C*
FDCB DA SET 3,(IY+d),D*
FDCB DB SET 3,(IY+d),E*
FDCB DC SET 3,(IY+d),H*
FDCB DD SET 3,(IY+d),L*
FDCB DE SET 3,(IY+d)
FDCB DF SET 3,(IY+d),A*
FDCB E0 SET 4,(IY+d),B*
FDCB E1 SET 4,(IY+d),C*
FDCB E2 SET 4,(IY+d),D*
FDCB E3 SET 4,(IY+d),E*
FDCB E4 SET 4,(IY+d),H*
FDCB E5 SET 4,(IY+d),L*
FDCB E6 SET 4,(IY+d)
FDCB E7 SET 4,(IY+d),A*
FDCB E8 SET 5,(IY+d),B*
FDCB E9 SET 5,(IY+d),C*
FDCB EA SET 5,(IY+d),D*
FDCB EB SET 5,(IY+d),E*
FDCB EC SET 5,(IY+d),H*
FDCB ED SET 5,(IY+d),L*
FDCB EE SET 5,(IY+d)
FDCB EF SET 5,(IY+d),A*
FDCB F0 SET 6,(IY+d),B*
FDCB F1 SET 6,(IY+d),C*
FDCB F2 SET 6,(IY+d),D*
FDCB F3 SET 6,(IY+d),E*
FDCB F4 SET 6,(IY+d),H*
FDCB F5 SET 6,(IY+d),L*
FDCB F6 SET 6,(IY+d)
FDCB F7 SET 6,(IY+d),A*
FDCB F8 SET 7,(IY+d),B*
FDCB F9 SET 7,(IY+d),C*
FDCB FA SET 7,(IY+d),D*
FDCB FB SET 7,(IY+d),E*
FDCB FC SET 7,(IY+d),H*
FDCB FD SET 7,(IY+d),L*
FDCB FE SET 7,(IY+d)
FDCB FF SET 7,(IY+d),A*
FDDD < SWITCH to DD >
FDE1 POP IY
FDE3 EX (SP),IY
FDE5 PUSH IY
FDE9 JP (IY)
FDF9 LD SP,IY
FDFD < SET FD again >
FE CP n
FF RST 38hx
